Monopolar thresholds,rpos values in columns
Survival ,-,0,.,9,5,",", ,-,0,.,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,",", ,-,0,.,8,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,",", ,-,0,.,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,",", ,-,0,.,7,4,9,9,9,9,9,9,9,9,9,9,9,9,9,8,",", ,-,0,.,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,",", ,-,0,.,6,4,9,9,9,9,9,9,9,9,9,9,9,9,9,7,",", ,-,0,.,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,",", ,-,0,.,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,6,",", ,-,0,.,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,6,",", ,-,0,.,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,5,",", ,-,0,.,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,7,",", ,-,0,.,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,",", ,-,0,.,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,",", ,-,0,.,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,",", ,-,0,.,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,",", ,-,0,.,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,2,5,",", ,-,0,.,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,",", ,-,0,.,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,6,",", ,8,.,8,8,1,7,8,4,1,9,7,0,0,1,2,5,2,e,-,1,6,",", ,0,.,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,",", ,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,",", ,0,.,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,",", ,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,",", ,0,.,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,",", ,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,",", ,0,.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,",", ,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,",", ,0,.,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,",", ,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,",", ,0,.,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,",", ,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,",", ,0,.,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,",", ,0,.,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,",", ,0,.,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,",", ,0,.,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,",", ,0,.,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,",", ,0,.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,",", ,0,.,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,",", 
0,0.05,[127.47922406 148.91645618]
1,0.1,[121.33297909 140.39411352]
2,0.15000000000000002,[117.78780921 136.3948293 ]
3,0.2,[115.28123895 133.72235738]
4,0.25,[113.3391383 131.7021813]
5,0.3,[111.75384125 130.0743011 ]
6,0.35000000000000003,[110.41490545 128.70962611]
7,0.4,[109.25395158 127.53158829]
8,0.45,[108.23034361 126.4967017 ]
9,0.5,[107.31435745 125.57324335]
10,0.55,[106.48566732 124.73857344]
11,0.6000000000000001,[105.7298961  123.97870993]
12,0.6500000000000001,[105.03535101 123.28005609]
13,0.7000000000000001,[104.39040265 122.63376862]
14,0.7500000000000001,[103.79253227 122.0323193 ]
15,0.8,[103.23112137 121.46955942]
T,r,i,p,o,l,a,r, ,t,h,r,e,s,h,o,l,d,s,:, ,r,p,o,s, ,v,a,l,u,e,s, ,i,n, ,c,o,l,u,m,n,s,;, ,s,i,g,m,a, ,=, ,0,.,9
Survival ,-,0,.,9,5,",", ,-,0,.,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,",", ,-,0,.,8,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,",", ,-,0,.,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,",", ,-,0,.,7,4,9,9,9,9,9,9,9,9,9,9,9,9,9,8,",", ,-,0,.,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,",", ,-,0,.,6,4,9,9,9,9,9,9,9,9,9,9,9,9,9,7,",", ,-,0,.,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,",", ,-,0,.,5,4,9,9,9,9,9,9,9,9,9,9,9,9,9,6,",", ,-,0,.,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,6,",", ,-,0,.,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,5,",", ,-,0,.,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,7,",", ,-,0,.,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,",", ,-,0,.,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,",", ,-,0,.,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,",", ,-,0,.,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,",", ,-,0,.,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,2,5,",", ,-,0,.,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,",", ,-,0,.,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,1,5,6,",", ,8,.,8,8,1,7,8,4,1,9,7,0,0,1,2,5,2,e,-,1,6,",", ,0,.,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,",", ,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,",", ,0,.,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,",", ,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,",", ,0,.,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,",", ,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,",", ,0,.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,",", ,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,",", ,0,.,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,",", ,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,",", ,0,.,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,",", ,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,",", ,0,.,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,",", ,0,.,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,",", ,0,.,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,",", ,0,.,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,",", ,0,.,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,6,",", ,0,.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,",", ,0,.,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,",", 
0,0.05,[127.51852679 147.81029011]
1,0.1,[121.38168928 140.28658394]
2,0.15000000000000002,[117.83941695 136.54716269]
3,0.2,[115.3323391  133.97669924]
4,0.25,[113.39192333 132.0050313 ]
5,0.3,[111.80552824 130.40397293]
6,0.35000000000000003,[110.46548413 129.05409084]
7,0.4,[109.30509097 127.88746869]
8,0.45,[108.28287183 126.86024133]
9,0.5,[107.36716782 125.94143507]
10,0.55,[106.53917557 125.11149128]
11,0.6000000000000001,[105.78326579 124.35362947]
12,0.6500000000000001,[105.08774655 123.65681907]
13,0.7000000000000001,[104.44294432 123.01155685]
14,0.7500000000000001,[103.84464985 122.41111577]
15,0.8,[103.28338253 121.85014906]
